LSOA code (2011);LSOA name (2011);Local Authority District code (2013);Local Authority District name (2013);IMD Score;IMD Rank (where 1 is most deprived);IMD Decile (where 1 is most deprived 10% of LSOAs);Income Score (rate);Income Rank (where 1 is most deprived);Income Decile (where 1 is most deprived 10% of LSOAs);Employment Score (rate);Employment Rank (where 1 is most deprived);Employment Decile (where 1 is most deprived 10% of LSOAs);Education, Skills and Training Score;Education, Skills and Training Rank (where 1 is most deprived);Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs);Health Deprivation and Disability Score;Health Deprivation and Disability Rank (where 1 is most deprived);Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs);Crime Score;Crime Rank (where 1 is most deprived);Crime Decile (where 1 is most deprived 10% of LSOAs);Barriers to Housing and Services Score;Barriers to Housing and Services Rank (where 1 is most deprived);Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs);Living Environment Score;Living Environment Rank (where 1 is most deprived);Living Environment Decile (where 1 is most deprived 10% of LSOAs)
E01004728;Westminster 003D;E09000033;Westminster;22,5;12376;4;0,2;10547;4;0,1;19842;7;4,0;28519;9;-0,1;17952;6;0,2;12831;4;33,8;4584;2;53,7;1655;1
E01004729;Westminster 003E;E09000033;Westminster;35,6;5920;2;0,3;3738;2;0,2;5680;2;5,7;26512;9;0,7;7082;3;-0,3;21077;7;37,5;2970;1;47,3;2820;1
E01004730;Westminster 001D;E09000033;Westminster;12,7;21045;7;0,1;22594;7;0,0;29916;10;2,2;30717;10;-1,6;31669;10;-0,1;17817;6;28,5;7917;3;52,4;1862;1
E01004731;Westminster 020A;E09000033;Westminster;16,8;16929;6;0,1;22924;7;0,0;29982;10;20,1;13659;5;-0,9;27763;9;-0,8;27572;9;26,7;9408;3;68,7;247;1
E01004732;Westminster 020B;E09000033;Westminster;54,0;1598;1;0,4;1632;1;0,4;327;1;17,9;15221;5;1,5;1710;1;-0,8;27591;9;42,3;1554;1;30,3;8537;3
E01004733;Westminster 020C;E09000033;Westminster;20,5;13801;5;0,1;16090;5;0,1;12342;4;4,3;28219;9;-0,4;21955;7;-0,5;23367;8;28,1;8299;3;58,7;1027;1
E01004734;Westminster 018A;E09000033;Westminster;32,7;7056;3;0,2;12448;4;0,1;14577;5;3,7;28905;9;-0,2;18427;6;1,8;206;1;38,0;2779;1;66,5;355;1
E01004735;Westminster 018B;E09000033;Westminster;28,8;8764;3;0,1;13661;5;0,1;11673;4;8,8;23103;8;0,2;13044;4;0,3;11489;4;34,5;4217;2;74,5;96;1
E01004736;Westminster 018C;E09000033;Westminster;17,4;16419;5;0,0;32775;10;0,0;32811;10;11,6;20379;7;-2,1;32557;10;0,7;6668;3;30,4;6529;2;84,8;12;1
E01004737;Westminster 024C;E09000033;Westminster;21,6;13031;4;0,2;11504;4;0,1;13939;5;8,7;23213;8;-0,2;18436;6;0,1;14224;5;31,7;5747;2;37,9;5408;2
E01004738;Westminster 024D;E09000033;Westminster;15,0;18644;6;0,1;26307;9;0,0;29450;9;0,4;32625;10;-1,0;28335;9;0,6;8308;3;28,7;7747;3;60,3;847;1
E01004739;Westminster 024E;E09000033;Westminster;12,5;21239;7;0,1;25331;8;0,0;30324;10;0,7;32348;10;-0,4;22225;7;-0,6;25616;8;31,4;5927;2;50,5;2185;1
E01004740;Westminster 021A;E09000033;Westminster;39,8;4565;2;0,3;3889;2;0,2;6187;2;9,0;22925;7;0,8;5851;2;0,9;4403;2;45,0;993;1;38,0;5383;2
E01004741;Westminster 024F;E09000033;Westminster;28,0;9189;3;0,2;10508;4;0,1;14545;5;7,9;24002;8;0,1;14645;5;0,6;7640;3;36,7;3265;1;59,9;881;1
E01004742;Westminster 022A;E09000033;Westminster;13,7;19902;7;0,1;26539;9;0,1;27499;9;2,0;30991;10;-0,4;22296;7;0,1;14597;5;27,2;8971;3;53,9;1614;1
E01004743;Westminster 021B;E09000033;Westminster;27,3;9539;3;0,2;7977;3;0,1;9734;3;6,6;25497;8;0,4;10943;4;-0,3;21756;7;35,3;3905;2;45,7;3177;1
E01004744;Westminster 020D;E09000033;Westminster;29,8;8323;3;0,2;9773;3;0,2;8572;3;6,1;26124;8;0,7;6905;3;-0,6;24784;8;29,5;7136;3;64,7;455;1
E01004745;Westminster 021C;E09000033;Westminster;20,2;14045;5;0,1;15127;5;0,1;17711;6;1,9;31067;10;-0,6;23952;8;-1,0;29588;10;28,6;7878;3;73,7;109;1
E01004746;Westminster 021D;E09000033;Westminster;38,5;4943;2;0,2;5857;2;0,2;6583;3;17,4;15587;5;0,7;7467;3;0,1;14607;5;48,1;529;1;53,1;1747;1
E01004747;Westminster 021E;E09000033;Westminster;27,7;9341;3;0,2;9232;3;0,1;10868;4;3,7;29002;9;0,7;6744;3;0,0;17281;6;29,8;6898;3;54,0;1594;1
E01004748;Westminster 020E;E09000033;Westminster;14,4;19199;6;0,1;26241;8;0,0;28121;9;3,9;28713;9;-1,3;30470;10;0,1;14836;5;28,2;8145;3;62,1;673;1
E01004749;Westminster 022B;E09000033;Westminster;16,8;16965;6;0,1;20706;7;0,1;25270;8;2,7;30160;10;-1,1;29234;9;0,4;10552;4;28,8;7735;3;60,9;789;1
E01004750;Westminster 023E;E09000033;Westminster;26,4;10083;4;0,2;6329;2;0,1;11868;4;5,8;26389;9;0,3;11785;4;-0,3;20518;7;32,9;5038;2;42,6;3962;2
E01004751;Westminster 022C;E09000033;Westminster;17,5;16354;5;0,1;20450;7;0,1;24294;8;3,2;29545;9;-1,1;29362;9;0,9;4254;2;25,6;10414;4;55,8;1353;1
E01004752;Westminster 022D;E09000033;Westminster;27,4;9528;3;0,2;11439;4;0,1;9790;3;4,3;28226;9;0,4;10254;4;0,3;11432;4;32,1;5520;2;54,4;1543;1
E01004753;Westminster 022E;E09000033;Westminster;20,8;13632;5;0,1;15233;5;0,1;13671;5;3,2;29581;10;-0,3;21198;7;0,2;12948;4;27,1;9077;3;55,1;1443;1
E01004754;Westminster 010A;E09000033;Westminster;63,6;641;1;0,5;251;1;0,3;1181;1;23,3;11723;4;1,4;2174;1;1,2;2148;1;46,7;708;1;40,7;4501;2
E01004755;Westminster 010B;E09000033;Westminster;34,6;6294;2;0,3;4473;2;0,2;6105;2;9,8;22102;7;0,7;7252;3;0,4;10175;4;37,8;2850;1;33,3;7211;3
E01004756;Westminster 006E;E09000033;Westminster;27,8;9274;3;0,2;7864;3;0,1;10792;4;3,5;29238;9;0,2;13604;5;0,5;8635;3;36,0;3571;2;44,9;3346;2
E01004757;Westminster 010C;E09000033;Westminster;54,9;1484;1;0,4;835;1;0,2;2967;1;20,3;13563;5;1,1;3682;2;0,9;3868;2;46,3;778;1;50,7;2138;1
E01004760;Westminster 014E;E09000033;Westminster;31,6;7489;3;0,2;6399;2;0,1;9760;3;6,7;25408;8;0,5;9832;3;1,2;2103;1;31,3;5987;2;38,5;5194;2
E01004761;Westminster 018D;E09000033;Westminster;13,9;19747;7;0,0;32077;10;0,0;32042;10;7,7;24308;8;-2,3;32694;10;0,1;14227;5;27,9;8435;3;67,0;319;1
E01004762;Westminster 011E;E09000033;Westminster;13,7;19920;7;0,1;27439;9;0,0;30279;10;4,3;28230;9;-1,4;31072;10;0,4;10994;4;28,1;8256;3;58,1;1101;1
