area_id,fat,saturate,sugar,protein,carb,fibre,energy_tot,h_nutrients_calories,month,agg_level,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8
E09000001,8.47298454299954,3.361599313068192,9.27806507392124,5.253333285337159,15.77963916657501,1.6198500693501017,165.85175135845947,1.61820832222971,yea,borough,1,0,3,1,5,5,5
E09000002,9.209958879426454,3.5968337176736327,10.793244450126377,5.1938716124516215,19.784987580585717,1.5903352530824315,187.1743899263307,1.5452723679586886,yea,borough,0,1,1,2,4,1,1
E09000003,8.594464256148441,3.4073529420667685,9.530548060564934,5.1296270223761615,17.025949985282526,1.6386388860507477,170.65550429436843,1.5815069988986834,yea,borough,1,0,3,3,2,3,3
E09000004,9.119179509430145,3.4663462316316163,10.941085042576061,5.3044958844715575,19.997104634879232,1.6571184239065149,187.75479102131658,1.5517027986203091,yea,borough,0,1,1,2,4,1,1
E09000005,8.962466234200795,3.559913328375349,10.14861004051352,5.132914602106025,18.726476177055027,1.5859782802024174,180.51058626604257,1.5557355176336591,yea,borough,0,2,2,0,3,2,2
E09000006,9.123054404554082,3.556923892963736,11.218736802665248,5.226794876416479,19.175528209132406,1.6298718441112332,184.65795541681976,1.5677859409452854,yea,borough,0,1,1,2,1,6,6
E09000007,8.801149088521983,3.50345115517085,9.426070542040328,5.234501881685119,16.306470373998266,1.633295464734644,170.38713721269104,1.5936322226620143,yea,borough,1,0,3,3,2,3,3
E09000008,9.093330009791606,3.529782732092232,10.969373282272773,5.1759192858971845,19.016230941715726,1.5995815525816195,183.15470172867583,1.5567771277832243,yea,borough,0,1,2,0,1,6,6
E09000009,9.012152464384851,3.5885594579595423,9.60223799612058,5.368475103899732,17.213206543729573,1.651457853907791,176.19132044284248,1.5807685332284036,yea,borough,1,2,0,4,0,4,4
E09000010,8.890418667707014,3.5213475813033868,9.947048603048634,5.4806989462627875,18.56756377995097,1.5658528541598695,180.73466452780707,1.573450571057439,yea,borough,0,2,2,0,3,2,2
E09000011,8.930749309015189,3.448167472109697,9.76308461335374,5.360270171579648,18.366070867954644,1.5777897323761785,179.93981930348042,1.5737000235842944,yea,borough,0,2,2,0,3,2,2
E09000012,8.946847789112516,3.47762881192415,9.694130421038443,5.273588986693505,17.752442104240316,1.569076132532566,177.18832904247037,1.5712840692970542,yea,borough,1,2,0,4,0,4,4
E09000013,8.885619013575523,3.5055124392394097,8.911438172321276,5.509827374932955,16.076994704094588,1.6304776125752676,171.196678801529,1.5975828936444776,yea,borough,1,0,3,3,2,3,3
E09000014,9.040818192364796,3.53642777661428,9.371023183991174,5.414920360304277,17.46751385726118,1.612258997905362,177.65232250326164,1.580685115937635,yea,borough,1,2,0,4,0,4,4
E09000015,8.76516177923776,3.565429828524965,10.051114261867873,5.0088220786943936,18.351060275955266,1.6184913465978412,176.790788858978,1.5589650794809902,yea,borough,1,2,0,4,0,4,4
E09000016,9.250358473686813,3.5443640677445485,11.455478103893368,5.37521950103421,20.250519999327878,1.6819658242531719,190.274533164522,1.5511116038782415,yea,borough,0,1,1,2,4,1,7
E09000017,8.830852128030054,3.6049656855501504,10.15458203169627,5.312310363795297,18.09265654736691,1.5977781724106541,177.96315330521784,1.5815662393180578,yea,borough,1,2,0,4,0,4,4
E09000018,9.263180990803594,3.653928595618927,10.399521289630886,5.283108261200906,18.08525394336305,1.6846579733563631,181.63201610712875,1.5684415915227812,yea,borough,0,2,2,0,3,2,2
E09000019,8.796319996497694,3.4496462160875674,9.433484638803561,5.429345533858867,16.86152229199284,1.6081682325157296,173.35791620200263,1.5978711636869591,yea,borough,1,0,0,3,2,0,0
E09000020,8.650872744032604,3.4433080803913656,8.6453230549526,5.3944219208158835,15.7305238396069,1.6101017987429345,167.39559604049091,1.6064323909564115,yea,borough,1,0,3,1,5,5,5
E09000021,9.293907218386714,3.5628294962863016,10.970420860007083,5.3556811552257,18.747217326789396,1.7437376718309685,184.95455474042114,1.569158358386012,yea,borough,0,1,1,2,1,6,6
E09000022,8.71506666461507,3.3651811904289817,9.299810164802023,5.4363472172529015,17.201334463175353,1.5887348112139124,173.78544580355418,1.5917778305989283,yea,borough,1,0,0,3,2,0,0
E09000023,8.799224306238726,3.409291984893103,9.764507414162644,5.365823134996256,18.05607138514205,1.5768681640900837,177.56303076236102,1.5791892167278767,yea,borough,1,2,0,4,0,4,4
E09000024,8.937439465001063,3.5431763181639337,10.250676647719843,5.232353442456027,17.498782178333553,1.6432663675647683,176.39917677936108,1.5845993022396108,yea,borough,1,2,0,4,0,4,4
E09000025,9.36089186519424,3.74025348660858,10.621476569588687,4.9832057576741535,19.279220058448555,1.5301249793888492,185.42564531110986,1.5314959779714727,yea,borough,0,1,1,2,1,6,6
E09000026,9.318002231451505,3.731787122677734,10.373320737648259,5.249971016445727,18.76664377279257,1.6245741953007031,184.5521354833781,1.5582735317806513,yea,borough,0,1,1,2,1,6,6
E09000027,9.154100854831254,3.6190121189369777,9.726032972572318,5.402339904811058,16.81712300510812,1.6933058825788607,176.58392482151902,1.5958778857289848,yea,borough,1,2,0,4,0,4,4
E09000028,8.633918149374612,3.364523590565088,9.236214935787638,5.524870612224047,17.626682051593804,1.5892213854298425,175.01935366370725,1.5911732434138426,yea,borough,1,2,0,4,0,0,0
E09000029,9.358356033371571,3.609787631254652,11.629118177391396,5.20729936495352,19.75648744874967,1.7013081159965688,188.79008096396683,1.5519879609334557,yea,borough,0,1,1,2,4,1,7
E09000030,9.0042142696138,3.5346328588139007,10.225052698348877,5.272859834860403,18.50622957281054,1.6025827176553953,180.54807881043584,1.5603869696822301,yea,borough,0,2,2,0,3,2,2
